"C02414V02915","Sector","TLIST(A1)","Year","STATISTIC","Statistic Label","UNIT","VALUE"
"25","Rubber and plastic products (NACE 25)","2007","2007","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","90.76"
"25","Rubber and plastic products (NACE 25)","2007","2007","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.01"
"25","Rubber and plastic products (NACE 25)","2007","2007","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.01"
"25","Rubber and plastic products (NACE 25)","2007","2007","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","94.04"
"26","Other non-metallic mineral products (NACE 26)","1994","1994","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","1937.2"
"26","Other non-metallic mineral products (NACE 26)","1994","1994","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"26","Other non-metallic mineral products (NACE 26)","1994","1994","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.4"
"26","Other non-metallic mineral products (NACE 26)","1994","1994","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1959.7"
"26","Other non-metallic mineral products (NACE 26)","1995","1995","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","2065.3"
"26","Other non-metallic mineral products (NACE 26)","1995","1995","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"26","Other non-metallic mineral products (NACE 26)","1995","1995","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.5"
"26","Other non-metallic mineral products (NACE 26)","1995","1995","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","2090.5"
"26","Other non-metallic mineral products (NACE 26)","1996","1996","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","2197.9"
"26","Other non-metallic mineral products (NACE 26)","1996","1996","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"26","Other non-metallic mineral products (NACE 26)","1996","1996","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.5"
"26","Other non-metallic mineral products (NACE 26)","1996","1996","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","2222.9"
"26","Other non-metallic mineral products (NACE 26)","1997","1997","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","2524.3"
"26","Other non-metallic mineral products (NACE 26)","1997","1997","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.05"
"26","Other non-metallic mineral products (NACE 26)","1997","1997","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.5"
"26","Other non-metallic mineral products (NACE 26)","1997","1997","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","2550.1"
"26","Other non-metallic mineral products (NACE 26)","1998","1998","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","4880.81"
"26","Other non-metallic mineral products (NACE 26)","1998","1998","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.1"
"26","Other non-metallic mineral products (NACE 26)","1998","1998","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.3"
"26","Other non-metallic mineral products (NACE 26)","1998","1998","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","4918.57"
"26","Other non-metallic mineral products (NACE 26)","1999","1999","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","4918.26"
"26","Other non-metallic mineral products (NACE 26)","1999","1999","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.1"
"26","Other non-metallic mineral products (NACE 26)","1999","1999","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.25"
"26","Other non-metallic mineral products (NACE 26)","1999","1999","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","4955.68"
"26","Other non-metallic mineral products (NACE 26)","2000","2000","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","5624.85"
"26","Other non-metallic mineral products (NACE 26)","2000","2000","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.11"
"26","Other non-metallic mineral products (NACE 26)","2000","2000","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.39"
"26","Other non-metallic mineral products (NACE 26)","2000","2000","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","5668.1"
"26","Other non-metallic mineral products (NACE 26)","2001","2001","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","5821.83"
"26","Other non-metallic mineral products (NACE 26)","2001","2001","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.1"
"26","Other non-metallic mineral products (NACE 26)","2001","2001","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.48"
"26","Other non-metallic mineral products (NACE 26)","2001","2001","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","5861.93"
"26","Other non-metallic mineral products (NACE 26)","2002","2002","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","5593.08"
"26","Other non-metallic mineral products (NACE 26)","2002","2002","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.12"
"26","Other non-metallic mineral products (NACE 26)","2002","2002","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.48"
"26","Other non-metallic mineral products (NACE 26)","2002","2002","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","5639.54"
"26","Other non-metallic mineral products (NACE 26)","2003","2003","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","4826.51"
"26","Other non-metallic mineral products (NACE 26)","2003","2003","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.14"
"26","Other non-metallic mineral products (NACE 26)","2003","2003","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.53"
"26","Other non-metallic mineral products (NACE 26)","2003","2003","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","4880.81"
"26","Other non-metallic mineral products (NACE 26)","2004","2004","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","4991.02"
"26","Other non-metallic mineral products (NACE 26)","2004","2004","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.18"
"26","Other non-metallic mineral products (NACE 26)","2004","2004","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.66"
"26","Other non-metallic mineral products (NACE 26)","2004","2004","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","5059.36"
"26","Other non-metallic mineral products (NACE 26)","2005","2005","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","4956.34"
"26","Other non-metallic mineral products (NACE 26)","2005","2005","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.19"
"26","Other non-metallic mineral products (NACE 26)","2005","2005","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.7"
"26","Other non-metallic mineral products (NACE 26)","2005","2005","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","5029.07"
"26","Other non-metallic mineral products (NACE 26)","2006","2006","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","4691.41"
"26","Other non-metallic mineral products (NACE 26)","2006","2006","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.18"
"26","Other non-metallic mineral products (NACE 26)","2006","2006","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.61"
"26","Other non-metallic mineral products (NACE 26)","2006","2006","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","4759.84"
"26","Other non-metallic mineral products (NACE 26)","2007","2007","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","4782.34"
"26","Other non-metallic mineral products (NACE 26)","2007","2007","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.19"
"26","Other non-metallic mineral products (NACE 26)","2007","2007","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.62"
"26","Other non-metallic mineral products (NACE 26)","2007","2007","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","4854.85"
"29","Machinery and equipment n.e.c. (NACE 29)","1994","1994","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","165"
"29","Machinery and equipment n.e.c. (NACE 29)","1994","1994","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"29","Machinery and equipment n.e.c. (NACE 29)","1994","1994","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0"
"29","Machinery and equipment n.e.c. (NACE 29)","1994","1994","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","170.4"
"29","Machinery and equipment n.e.c. (NACE 29)","1995","1995","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","179.6"
"29","Machinery and equipment n.e.c. (NACE 29)","1995","1995","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"29","Machinery and equipment n.e.c. (NACE 29)","1995","1995","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0"
"29","Machinery and equipment n.e.c. (NACE 29)","1995","1995","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","185.3"
"29","Machinery and equipment n.e.c. (NACE 29)","1996","1996","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","179.7"
"29","Machinery and equipment n.e.c. (NACE 29)","1996","1996","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"29","Machinery and equipment n.e.c. (NACE 29)","1996","1996","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0"
"29","Machinery and equipment n.e.c. (NACE 29)","1996","1996","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","185.3"
"29","Machinery and equipment n.e.c. (NACE 29)","1997","1997","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","839.4"
"29","Machinery and equipment n.e.c. (NACE 29)","1997","1997","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.09"
"29","Machinery and equipment n.e.c. (NACE 29)","1997","1997","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.03"
"29","Machinery and equipment n.e.c. (NACE 29)","1997","1997","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","868.5"
"29","Machinery and equipment n.e.c. (NACE 29)","1998","1998","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","795.69"
"29","Machinery and equipment n.e.c. (NACE 29)","1998","1998","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.13"
"29","Machinery and equipment n.e.c. (NACE 29)","1998","1998","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.03"
"29","Machinery and equipment n.e.c. (NACE 29)","1998","1998","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","835.9"
"29","Machinery and equipment n.e.c. (NACE 29)","1999","1999","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","814.78"
"29","Machinery and equipment n.e.c. (NACE 29)","1999","1999","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.13"
"29","Machinery and equipment n.e.c. (NACE 29)","1999","1999","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.03"
"29","Machinery and equipment n.e.c. (NACE 29)","1999","1999","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","855.81"
"29","Machinery and equipment n.e.c. (NACE 29)","2000","2000","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","831.3"
"29","Machinery and equipment n.e.c. (NACE 29)","2000","2000","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.13"
"29","Machinery and equipment n.e.c. (NACE 29)","2000","2000","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.03"
"29","Machinery and equipment n.e.c. (NACE 29)","2000","2000","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","872.3"
"29","Machinery and equipment n.e.c. (NACE 29)","2001","2001","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","1014.62"
"29","Machinery and equipment n.e.c. (NACE 29)","2001","2001","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.17"
"29","Machinery and equipment n.e.c. (NACE 29)","2001","2001","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.04"
"29","Machinery and equipment n.e.c. (NACE 29)","2001","2001","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1067.77"
"29","Machinery and equipment n.e.c. (NACE 29)","2002","2002","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","1009.6"
"29","Machinery and equipment n.e.c. (NACE 29)","2002","2002","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.15"
"29","Machinery and equipment n.e.c. (NACE 29)","2002","2002","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.03"
"29","Machinery and equipment n.e.c. (NACE 29)","2002","2002","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1055.62"
"29","Machinery and equipment n.e.c. (NACE 29)","2003","2003","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","864.47"
"29","Machinery and equipment n.e.c. (NACE 29)","2003","2003","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.11"
"29","Machinery and equipment n.e.c. (NACE 29)","2003","2003","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.02"
"29","Machinery and equipment n.e.c. (NACE 29)","2003","2003","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","898.07"
"29","Machinery and equipment n.e.c. (NACE 29)","2004","2004","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","803.93"
"29","Machinery and equipment n.e.c. (NACE 29)","2004","2004","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.09"
"29","Machinery and equipment n.e.c. (NACE 29)","2004","2004","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.02"
"29","Machinery and equipment n.e.c. (NACE 29)","2004","2004","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","832.78"
"29","Machinery and equipment n.e.c. (NACE 29)","2005","2005","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","852.97"
"29","Machinery and equipment n.e.c. (NACE 29)","2005","2005","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.1"
"29","Machinery and equipment n.e.c. (NACE 29)","2005","2005","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.02"
"29","Machinery and equipment n.e.c. (NACE 29)","2005","2005","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","884.94"
"29","Machinery and equipment n.e.c. (NACE 29)","2006","2006","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","945.61"
"29","Machinery and equipment n.e.c. (NACE 29)","2006","2006","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.11"
"29","Machinery and equipment n.e.c. (NACE 29)","2006","2006","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.02"
"29","Machinery and equipment n.e.c. (NACE 29)","2006","2006","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","979.35"
"29","Machinery and equipment n.e.c. (NACE 29)","2007","2007","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","844.02"
"29","Machinery and equipment n.e.c. (NACE 29)","2007","2007","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.09"
"29","Machinery and equipment n.e.c. (NACE 29)","2007","2007","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.01"
"29","Machinery and equipment n.e.c. (NACE 29)","2007","2007","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","871.19"
"30","Office machinery and computers (NACE 30)","1994","1994","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","222.1"
"30","Office machinery and computers (NACE 30)","1994","1994","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"30","Office machinery and computers (NACE 30)","1994","1994","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0"
"30","Office machinery and computers (NACE 30)","1994","1994","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","230.4"
"30","Office machinery and computers (NACE 30)","1995","1995","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","243.1"
"30","Office machinery and computers (NACE 30)","1995","1995","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"30","Office machinery and computers (NACE 30)","1995","1995","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0"
"30","Office machinery and computers (NACE 30)","1995","1995","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","252"
"30","Office machinery and computers (NACE 30)","1996","1996","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","131.6"
"30","Office machinery and computers (NACE 30)","1996","1996","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"30","Office machinery and computers (NACE 30)","1996","1996","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0"
"30","Office machinery and computers (NACE 30)","1996","1996","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","135.9"
"30","Office machinery and computers (NACE 30)","1997","1997","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","57.7"
"30","Office machinery and computers (NACE 30)","1997","1997","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"30","Office machinery and computers (NACE 30)","1997","1997","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0"
"30","Office machinery and computers (NACE 30)","1997","1997","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","59.2"
"30","Office machinery and computers (NACE 30)","1998","1998","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","62.29"
"30","Office machinery and computers (NACE 30)","1998","1998","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.01"
"30","Office machinery and computers (NACE 30)","1998","1998","EAA01C3","Methane (CH4) Emissions","000 Tonnes",""
"30","Office machinery and computers (NACE 30)","1998","1998","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","64.45"
"30","Office machinery and computers (NACE 30)","1999","1999","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","69.9"
"30","Office machinery and computers (NACE 30)","1999","1999","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.01"
"30","Office machinery and computers (NACE 30)","1999","1999","EAA01C3","Methane (CH4) Emissions","000 Tonnes",""
"30","Office machinery and computers (NACE 30)","1999","1999","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","72.31"
"30","Office machinery and computers (NACE 30)","2000","2000","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","73.47"
"30","Office machinery and computers (NACE 30)","2000","2000","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.01"
"30","Office machinery and computers (NACE 30)","2000","2000","EAA01C3","Methane (CH4) Emissions","000 Tonnes",""
"30","Office machinery and computers (NACE 30)","2000","2000","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","75.92"
"30","Office machinery and computers (NACE 30)","2001","2001","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","102.65"
"30","Office machinery and computers (NACE 30)","2001","2001","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.01"
"30","Office machinery and computers (NACE 30)","2001","2001","EAA01C3","Methane (CH4) Emissions","000 Tonnes",""
"30","Office machinery and computers (NACE 30)","2001","2001","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","106.43"
"30","Office machinery and computers (NACE 30)","2002","2002","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","92.35"
